playlist_genre,energy,tempo,danceability,loudness,liveness,valence,speechiness,track_popularity,instrumentalness,acousticness
22,-0.6232850686936816,-1.1446868269033508,-0.05937415931731887,0.37947444754829984,-0.19027772837219498,-1.5833396500614478,-0.7283117882595637,0.03216024790286381,-0.2652610140111493,-0.7752701240854698
3,1.0374946315548426,-2.07066061424943,0.49239474824622703,0.4345681443406215,-0.4888654062197874,0.03924478380553931,0.361754121131454,0.8612455378757621,-0.2652905969315342,-0.7229785834669235
10,-1.3752341837899194,0.402581925083517,0.7714502877036529,-0.4413031535889235,-0.4888654062197874,-1.3333853900140533,-0.1185969097777433,0.19797730589744345,-0.2652905969315342,-0.7389454660985407
10,0.04751845844253023,1.5130852322946526,1.037821484458468,0.6025150587559249,-0.4243059083067945,-0.9054975889159703,1.3044054135211103,1.1928796538649213,-0.2652088126159993,-0.8547452823843443
24,1.1078208077868648,2.3299600525584885,-1.1692541457957162,0.9952798004044121,-0.4081660338285462,1.1873397748706922,-0.6751623004971681,2.1877820018323995,-0.2652905969315342,-0.8207757395855788
26,-0.33116095203758966,-0.9614508246019394,1.145638397430655,0.5521606046984265,-0.5994235463957879,1.513551266796953,-0.38434434858972083,-0.6311079840754548,-0.265283951955897,1.8472903481576548
20,-0.20132801130154857,-1.1486412948836353,0.023074068249647868,0.6102163282000128,-0.4888654062197874,-0.40558906882118057,-0.7523794808312143,-0.9627421000646141,-0.2652905969315342,-0.27231332118952817
10,-0.9045897736217706,-2.111979260996703,-1.4165988284966164,-0.4635183539084079,-0.35974641039380145,-1.0876676428488175,0.4018669420842051,0.03216024790286381,-0.2652905969315342,0.25858552631174353
7,0.7724190442187592,0.18408832976162454,-0.4969839825573731,0.2704718646473621,-0.3355365986764291,-1.761273191112136,-0.4525361442093981,-0.6311079840754548,-0.26524887415181214,-0.8203765675197884
2,-0.0877241881575126,-1.9682879384981375,-1.0170420333643932,0.13184901465377843,-0.5130752179371598,0.1748131960346345,0.37178232636964187,-1.2943762160537733,-0.2652421013881819,1.9670419678947835
17,-0.5637783041896633,-0.5936483447907965,1.1583227401332654,0.3291199934908015,-0.2629071635243119,-0.7741656895690339,1.0336438720900385,1.0270625958703417,-0.2652094515559644,1.224581925524584
10,-0.136411540933528,-0.3386775541741291,-0.002294617155572667,0.40642889060260784,-0.6946488058174525,-1.439298212068034,-0.6109817869727658,-0.9627421000646141,-0.2652905969315342,-0.8630081441462063
7,0.6155375741627095,0.25608182158960924,-0.8965407776895958,0.9549962371584133,-0.7801901405521683,-1.4816633408896265,-0.2900792193507553,-0.46529092608087513,-0.2652905969315342,-0.7241760996642947
20,-0.9532771263977861,-0.057023344101709124,0.6255803466236348,-0.8740552558124824,-0.10150841874182956,0.04348129668769855,-0.6079733254013096,0.36379436389202313,-0.20784989406758653,-0.8032121686907999
4,0.009650517394518237,0.33184499317450145,1.89401461688466,0.8240746566089175,-0.020809046350588268,1.3440907515105835,1.2141515663774198,0.36379436389202313,-0.2615080723380462,0.5539728549966617
17,0.38292022201063586,1.8052723710996061,1.2090601109437065,-0.22240937977426872,-0.6647900380326933,-0.17681737318458188,2.0665490116233856,1.1928796538649213,-0.2652905969315342,1.1926481602613497
17,1.237653748522906,-1.1253210210933589,0.07381143906008894,0.4126491466920635,0.11637988671452171,1.1195555687561443,1.5049695182848668,-1.2943762160537733,-0.2652905969315342,0.38632058736468117
10,-1.3752341837899194,0.402581925083517,0.7714502877036529,-0.4413031535889235,-0.4888654062197874,-1.3333853900140533,-0.1185969097777433,0.19797730589744345,-0.2652905969315342,-0.7389454660985407
11,-0.5096812455496462,-1.4091926898463119,-0.3003766706669139,0.2550693257591863,-0.6010375338436127,-1.2274725679600722,-0.50869409354325,-1.2943762160537733,-0.2652905969315342,1.024995892629369
