track_id,track_name,track_artist,track_album_name,energy,tempo,danceability,loudness,liveness,valence,speechiness,track_popularity,instrumentalness,duration_ms,acousticness
2plbrEY59IikOBgBGLjaoe,Die With A Smile,"Lady Gaga, Bruno Mars",Die With A Smile,0.592,157.969,0.521,-7.777,0.122,0.535,0.0304,100,0.0,251668,0.308
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,HIT ME HARD AND SOFT,0.507,104.978,0.747,-10.171,0.117,0.438,0.0358,97,0.0608,210373,0.2
7ne4VBA60CxGM75vw0EYad,That’s So True,Gracie Abrams,The Secret of Us (Deluxe),0.808,108.548,0.554,-4.169,0.159,0.372,0.0368,93,0.0,166300,0.214
1d7Ptw3qYcfpdLNL5REhtJ,Taste,Sabrina Carpenter,Short n' Sweet,0.91,112.966,0.67,-4.07,0.304,0.786,0.0634,81,0.0,157280,0.0939
5vNRhkKd0yEAg8suGBpjeY,APT.,"ROSÉ, Bruno Mars",APT.,0.783,149.027,0.777,-4.477,0.355,0.939,0.26,98,0.0,169917,0.0283
0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",Chappell Roan,"Good Luck, Babe!",0.582,116.712,0.7,-5.96,0.0881,0.785,0.0356,94,0.0,218424,0.0502
6MzofobZt2dm0Kf1hTThFz,Diet Pepsi,Addison Rae,Diet Pepsi,0.561,150.069,0.669,-6.538,0.0954,0.841,0.0411,88,0.00962,169698,0.495
3QaPy1KgI7nu9FJEQUgn6h,WILDFLOWER,Billie Eilish,HIT ME HARD AND SOFT,0.247,148.101,0.467,-12.002,0.17,0.126,0.0431,93,0.000271,261467,0.612
0UYnhUfnUj5adChuAXvLUB,Sailor Song,Gigi Perez,Sailor Song,0.416,94.926,0.492,-10.439,0.203,0.297,0.0254,71,8.61e-05,211979,0.686
1Es7AUAhQvapIcoh3qMKDL,Timeless (with Playboi Carti),"The Weeknd, Playboi Carti",Timeless,0.722,119.973,0.769,-5.485,0.111,0.57,0.0507,92,2.56e-06,256000,0.0584
3WOhcATHxK2SLNeP5W3v1v,Guess featuring billie eilish,"Charli xcx, Billie Eilish",Guess featuring Billie Eilish,0.667,130.019,0.776,-6.622,0.0761,0.618,0.0983,85,0.3,145219,0.0146
5N3hjp1WNayUPZrA8kJmJP,Please Please Please,Sabrina Carpenter,Please Please Please,0.586,107.071,0.669,-6.073,0.104,0.579,0.054,88,0.0,186365,0.274
1f18HzFpegqvH4ibGJyeMJ,2 hands,Tate McRae,2 hands,0.806,104.032,0.608,-3.443,0.191,0.587,0.0486,79,0.0,181821,0.121
2FQrifJ1N335Ljm3TjTVVf,A Bar Song (Tipsy),Shaboozey,A Bar Song (Tipsy),0.709,81.012,0.722,-4.95,0.0804,0.604,0.0273,86,0.0,171292,0.0633
4xdBrk0nFZaP54vvZj0yx7,HOT TO GO!,Chappell Roan,The Rise and Fall of a Midwest Princess,0.757,139.982,0.742,-4.981,0.305,0.957,0.0421,88,0.0,184841,0.0187
19KlZwqlT3fguP2BeHF1Q1,Disease,Lady Gaga,Disease,0.917,100.987,0.562,-2.768,0.488,0.501,0.117,86,0.0,229997,0.0513
5G345YEhvleYxQLfYUlEFv,Moonlit Floor (Kiss Me),LISA,Moonlit Floor (Kiss Me),0.787,109.939,0.734,-3.951,0.312,0.672,0.116,82,0.0,155757,0.126
7hR22TOX3RorxJPcsz5Wbo,Love Somebody,Morgan Wallen,Love Somebody,0.843,122.064,0.619,-5.348,0.164,0.746,0.0284,86,0.000118,204829,0.00948
51rfRCiUSvxXlCSCfIztBy,"I Love You, I'm Sorry",Gracie Abrams,The Secret of Us,0.406,115.94,0.53,-7.507,0.133,0.338,0.033,90,0.0,157147,0.656
1BJJbSX6muJVF2AK7uH1x4,Move,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",Move,0.782,119.992,0.727,-8.529,0.225,0.655,0.042,86,0.336,177599,0.0563
3tFed7YsjGnIfxeLEQwx3R,"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)","Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne",CHROMAKOPIA,0.812,80.09,0.505,-3.986,0.444,0.664,0.461,88,0.0,255916,0.285
2qSkIjg1o9h3YT9RAgYN75,Espresso,Sabrina Carpenter,Espresso,0.76,103.969,0.701,-5.478,0.185,0.69,0.0285,90,6.54e-05,175459,0.107
2CspwnypzT7rcWI9RfsoSb,Mantra,JENNIE,Mantra,0.725,116.988,0.894,-4.984,0.0815,0.838,0.0432,89,1.15e-05,136627,0.00434
0l0vcZMU7AOeQmUIREoI2U,Qué Pasaría...,"Rauw Alejandro, Bad Bunny",Cosa Nuestra,0.563,105.008,0.833,-5.593,0.139,0.343,0.204,82,1.27e-05,182857,0.528
2c7z5oRcPBbqRaBY2mLWcf,NEW DROP,Don Toliver,HARDSTONE PSYCHO,0.628,119.98,0.757,-6.715,0.221,0.321,0.101,85,0.0209,217333,0.189
7221xIgOnuakPdLqT0F3nP,I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen",I Had Some Help,0.855,127.986,0.638,-4.86,0.245,0.731,0.0264,84,0.0,178206,0.00757
4IadxL6BUymXlh8RCJJu7T,Too Sweet,Hozier,Unheard,0.62,117.038,0.741,-5.505,0.0398,0.934,0.0412,77,0.000809,251424,0.0295
3siwsiaEoU4Kuuc9WKMUy5,No One Noticed,The Marías,Submarine,0.339,97.989,0.705,-10.612,0.12,0.457,0.0278,84,0.0814,236907,0.552
1cOboCuWYI2osTOfolMRS6,Tu Boda,"Oscar Maydon, Fuerza Regida",Tu Boda,0.651,112.648,0.694,-6.968,0.0787,0.471,0.0784,93,1.36e-05,225881,0.496
3Vr3zh0r7ALn8VLqCiRR10,Stargazing,Myles Smith,Stargazing,0.601,123.994,0.635,-6.129,0.11,0.332,0.0295,88,0.0,172533,0.246
4VI2Y5xg4gYynQqNQNQbTN,WHATCHU KNO ABOUT ME (with Sexyy Red),"GloRilla, Sexyy Red",WHATCHU KNO ABOUT ME (with Sexyy Red),0.691,167.029,0.836,-4.222,0.282,0.703,0.363,70,0.0,149461,0.00586
46kspZSY3aKmwQe7O77fCC,we can't be friends (wait for your love),Ariana Grande,eternal sunshine,0.646,115.842,0.645,-8.334,0.074,0.295,0.0427,81,3.04e-05,228639,0.0615
6tNQ70jh4OwmPGpYy6R2o9,Beautiful Things,Benson Boone,Beautiful Things,0.471,105.029,0.472,-5.692,0.14,0.219,0.0603,85,0.0,180304,0.151
0qeIFEGRQqHoaJtLCl0U73,DEGENERE 👑 (feat. benny blanco),"Myke Towers, benny blanco",LA PANTERA NEGRA (DELUXE),0.709,194.055,0.744,-5.778,0.0847,0.712,0.284,84,0.0,130880,0.0501
6aJn7Cst74cj4lNIiPRgav,Touch,KATSEYE,Touch,0.904,167.033,0.739,-2.655,0.0948,0.788,0.0442,85,1.03e-05,129883,0.549
17phhZDn6oGtzMe56NuWvj,Lose Control,Teddy Swims,I've Tried Everything But Therapy (Part 1),0.604,159.92,0.561,-4.409,0.104,0.242,0.0337,89,1.9e-05,210689,0.199
5uQ7de4EWjb3rkcFxyEOpu,Belong Together,Mark Ambor,Belong Together,0.668,90.969,0.646,-5.203,0.212,0.64,0.0282,82,0.0,148318,0.491
6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,KAROL G,Si Antes Te Hubiera Conocido,0.668,128.027,0.924,-6.795,0.0678,0.787,0.0469,93,0.000594,195824,0.446
3qhlB30KknSejmIvZZLjOD,End of Beginning,Djo,DECIDE,0.454,159.982,0.689,-7.643,0.0707,0.912,0.0584,89,0.00259,159246,0.0351
2OzhQlSqBEmt7hmkYxfT6m,Fortnight (feat. Post Malone),"Taylor Swift, Post Malone",THE TORTURED POETS DEPARTMENT,0.386,192.004,0.504,-10.976,0.0961,0.281,0.0308,84,1.53e-05,228965,0.502
0Sr7ssScx54yxdM2ols7nW,Q U E V A S H A C E R H O Y ?,"Omar Courtz, De La Rose",PRIMERA MUSA,0.681,155.079,0.56,-6.304,0.106,0.388,0.244,89,0.0,223320,0.103
6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,Kendrick Lamar,Not Like Us,0.472,101.061,0.898,-7.001,0.141,0.214,0.0776,88,0.0,274192,0.0107
4p7DTkyrKqT98xlIwYYfXz,Running Wild,Jin,Happy,0.711,146.921,0.487,-4.22,0.152,0.317,0.0322,85,0.0,151647,0.000175
3mg9jYNC1NihbthlglzrWP,+57,"KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd",+57,0.712,91.98,0.848,-3.574,0.106,0.692,0.0981,84,0.0,298131,0.221
0io16MKpbeDIdYzmGpQaES,Embrace It,Ndotz,Embrace It,0.645,114.933,0.882,-7.233,0.057,0.788,0.0601,87,4.13e-05,104419,0.475
2PnlsTsOTLE5jnBnNe2K0A,The Emptiness Machine,Linkin Park,The Emptiness Machine,0.872,184.115,0.466,-3.344,0.121,0.806,0.0336,89,0.0,190428,0.0156
7tI8dRuH2Yc6RuoTjxo4dU,Who,Jimin,MUSE,0.756,116.034,0.66,-3.743,0.193,0.838,0.032,92,0.0,170888,0.00289
40riOy7x9W7GXjyGp4pjAv,Hotel California - 2013 Remaster,Eagles,Hotel California (2013 Remaster),0.508,147.125,0.579,-9.484,0.0575,0.609,0.027,81,0.000494,391376,0.00574
57bgtoPSgt236HzfBOd8kj,Thunderstruck,AC/DC,The Razors Edge,0.89,133.52,0.502,-5.175,0.217,0.259,0.0364,83,0.0117,292880,0.000147
3dPQuX8Gs42Y7b454ybpMR,Seven Nation Army,The White Stripes,Elephant,0.446,123.596,0.743,-7.807,0.337,0.278,0.0683,82,0.118,232107,0.0039
70LcF31zb1H0PyJoS1Sx1r,Creep,Radiohead,Pablo Honey,0.43,91.844,0.515,-9.935,0.129,0.104,0.0372,86,0.000133,238640,0.0097
4P5KoWXOxwuobLmHXLMobV,Come As You Are,Nirvana,Nevermind (Remastered),0.824,120.125,0.5,-5.846,0.0916,0.539,0.0388,76,0.00161,218920,0.00016
48UPSzbZjgc449aqz8bxox,Californication,Red Hot Chili Peppers,Californication (Deluxe Edition),0.767,96.483,0.592,-2.788,0.127,0.328,0.027,81,0.00165,329733,0.0021
7snQQk1zcKl8gZ92AnueZW,Sweet Child O' Mine,Guns N' Roses,Appetite For Destruction,0.952,125.304,0.445,-5.321,0.112,0.624,0.0522,84,0.0843,356067,0.09
63T7DJ1AFDD6Bn8VzG6JE8,"Paint It, Black",The Rolling Stones,Aftermath,0.795,158.691,0.464,-9.267,0.399,0.612,0.0926,81,0.00244,202267,0.0493
0ofHAoxe9vBkTCp2UQIavz,Dreams - 2004 Remaster,Fleetwood Mac,Rumours (Super Deluxe),0.492,120.151,0.828,-9.744,0.128,0.789,0.0276,84,0.00428,257800,0.0644
5UWwZ5lm5PKu6eKsHAGxOk,Everlong,Foo Fighters,The Colour And The Shape,0.881,158.066,0.413,-5.541,0.0805,0.364,0.0367,81,0.000308,250547,5.99e-05
2Cdvbe2G4hZsnhNMKyGrie,I Love Rock 'N Roll,Joan Jett & the Blackhearts,I Love Rock 'N' Roll (Expanded Edition),0.716,94.379,0.535,-5.025,0.659,0.901,0.0431,77,0.0,175173,0.326
6zeE5tKyr8Nu882DQhhSQI,Dust in the Wind,Kansas,Point Of Know Return (Expanded Edition),0.322,93.503,0.475,-10.687,0.11,0.387,0.0283,79,0.00056,206267,0.367
4gMgiXfqyzZLMhsksGmbQV,"Another Brick in the Wall, Pt. 2",Pink Floyd,The Wall,0.394,104.114,0.693,-15.882,0.247,0.721,0.0428,74,0.000694,238747,0.0782
0X1sqQ652p1sceKM2nJlIJ,Runaway,Bon Jovi,Bon Jovi,0.899,152.445,0.475,-4.321,0.14,0.603,0.0637,72,1.91e-05,230667,0.00375
6L89mwZXSOwYl76YXfX13s,Basket Case,Green Day,Dookie,0.943,85.064,0.442,-3.205,0.091,0.781,0.0602,80,8.71e-06,181533,0.00293
3d9DChrdc6BOeFsbrZ3Is0,Under the Bridge,Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Edition),0.345,84.581,0.559,-13.496,0.141,0.458,0.0459,82,0.000105,264307,0.0576
1gzIbdFnGJ226LTl0Cn2SX,White Wedding - Pt. 1,Billy Idol,Billy Idol,0.814,147.193,0.673,-5.411,0.343,0.728,0.0367,70,0.00293,252200,0.0134
2SiXAy7TuUkycRVbbWDEpo,You Shook Me All Night Long,AC/DC,Back In Black,0.767,127.361,0.532,-5.509,0.39,0.755,0.0574,81,0.000513,210173,0.00287
2PzU4IB8Dr6mxV3lHuaG34,(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,Out Of Our Heads,0.863,136.302,0.723,-7.89,0.128,0.931,0.0338,76,0.0317,222813,0.0383
0pQskrTITgmCMyr85tb9qq,Starman - 2012 Remaster,David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster),0.449,100.456,0.486,-10.298,0.54,0.549,0.0267,76,2.23e-06,254293,0.166
0hCB0YR03f6AmQaHbwWDe8,Whole Lotta Love - 1990 Remaster,Led Zeppelin,Led Zeppelin II (1994 Remaster),0.902,89.74,0.412,-11.6,0.405,0.422,0.405,72,0.131,333893,0.0484
14XWXWv5FoCbFzLksawpEe,Riders on the Storm,The Doors,L.A. Woman,0.722,103.886,0.55,-11.729,0.11,0.716,0.0283,70,0.0129,434720,0.25
6QewNVIDKdSl8Y3ycuHIei,Even Flow,Pearl Jam,Ten,0.944,105.338,0.394,-6.506,0.298,0.265,0.0761,77,4.54e-06,292581,0.00178
0dOg1ySSI7NkpAe89Zo0b9,Born in the U.S.A.,Bruce Springsteen,Born In The U.S.A.,0.952,122.093,0.398,-6.042,0.1,0.584,0.061,72,7.75e-05,278680,0.000373
57iDDD9N9tTWe75x6qhStw,Bitter Sweet Symphony - Remastered 2016,The Verve,Urban Hymns (Remastered 2016),0.917,171.176,0.356,-6.006,0.406,0.518,0.0479,79,0.0,357267,0.0335
2N2yrmodOnVF10mKvItC9P,Don't Cry (Original),Guns N' Roses,Use Your Illusion I,0.589,124.634,0.455,-8.64,0.104,0.254,0.0328,75,0.00358,283733,0.00184
2aoo2jlRnM3A0NyLQqMN2f,All Along the Watchtower,Jimi Hendrix,Electric Ladyland,0.805,113.253,0.438,-6.237,0.0842,0.564,0.0624,72,5.69e-05,240800,0.00255
18AXbzPzBS8Y3AkgSxzJPb,In The Air Tonight - 2015 Remastered,Phil Collins,Face Value (Deluxe Editon),0.239,189.507,0.446,-13.945,0.0697,0.298,0.0316,76,4.1e-06,336453,0.551
1i6N76fftMZhijOzFQ5ZtL,Psycho Killer - 2005 Remaster,Talking Heads,Talking Heads '77 (Deluxe Version),0.521,123.118,0.721,-8.123,0.127,0.942,0.0613,76,0.00545,261413,0.0708
45Ia1U4KtIjAPPU7Wv1Sea,Are You Gonna Go My Way,Lenny Kravitz,Are You Gonna Go My Way,0.67,129.269,0.619,-10.322,0.331,0.777,0.0353,71,0.0109,211933,0.00165
54bm2e3tk8cliUz3VSdCPZ,Master of Puppets (Remastered),Metallica,Master of Puppets (Remastered Deluxe Box Set),0.828,105.25,0.539,-9.108,0.154,0.562,0.035,70,0.421,515387,0.00067
254bXAqt3zP6P50BdQvEsq,Everywhere - 2017 Remaster,Fleetwood Mac,Tango In the Night (Deluxe Edition),0.487,114.965,0.73,-10.991,0.0852,0.731,0.0303,79,0.01,226653,0.258
2LawezPeJhN4AWuSB0GtAU,Have You Ever Seen The Rain,Creedence Clearwater Revival,Pendulum (Expanded Edition),0.697,116.109,0.741,-7.028,0.133,0.774,0.0277,84,2.28e-05,160133,0.0664
4alHo6RGd0D3OUbTPExTHN,Just What I Needed,The Cars,The Cars,0.579,127.215,0.62,-9.307,0.0858,0.691,0.0473,69,6.4e-05,225627,0.0152
5ghIJDpPoe3CfHMGu71E6T,Smells Like Teen Spirit,Nirvana,Nevermind (Remastered),0.912,116.761,0.502,-4.556,0.106,0.72,0.0564,76,0.000173,301920,2.55e-05
59WN2psjkt1tyaxjspN8fp,Killing In The Name,Rage Against The Machine,Rage Against The Machine - XX (20th Anniversary Special Edition),0.833,88.785,0.466,-4.215,0.0327,0.661,0.304,78,0.0,313573,0.0266
2EqlS6tkEnglzr7tkKAAYD,Come Together - Remastered 2009,The Beatles,Abbey Road (Remastered),0.376,164.775,0.53,-11.913,0.0926,0.188,0.04,75,0.247,259947,0.0304
4DMKwE2E2iYDKY01C335Uw,Carry on Wayward Son,Kansas,Leftoverture (Expanded Edition),0.786,126.755,0.482,-5.735,0.446,0.793,0.032,73,8.88e-05,323000,0.00321
1FTSo4v6BOZH9QxKc3MbVM,Song 2 - 2012 Remaster,Blur,Blur (Special Edition),0.789,129.802,0.674,-6.903,0.0753,0.918,0.0676,78,0.00708,121160,0.00178
7wCmS9TTVUcIhRalDYFgPy,Where Is My Mind? - 2007 Remaster,Pixies,Surfer Rosa (2007 Remaster),0.441,81.334,0.519,-14.178,0.076,0.25,0.0353,76,0.000453,234973,0.0204
39shmbIHICJ2Wxnk1fPSdz,Should I Stay or Should I Go - Remastered,The Clash,Combat Rock (Remastered),0.836,113.375,0.743,-6.465,0.384,0.82,0.116,80,0.0,188987,0.0804
57JVGBtBLCfHw2muk5416J,Another One Bites The Dust - Remastered 2011,Queen,The Game (Deluxe Remastered Version),0.528,109.975,0.932,-6.472,0.163,0.757,0.161,71,0.329,214653,0.115
4VqPOruhp5EdPBeR92t6lQ,Uprising,Muse,The Resistance,0.905,128.019,0.602,-4.046,0.117,0.411,0.0775,75,0.064,304840,0.000202
1qRA5BS78u3gME0loMl9AA,For What It's Worth,Buffalo Springfield,Buffalo Springfield,0.519,98.883,0.653,-10.164,0.101,0.822,0.0497,76,0.0209,153693,0.406
0upLyFR8Rr52ZpMp5esQoq,You Really Got Me - 2015 Remaster,Van Halen,Van Halen (Remastered),0.946,138.18,0.454,-5.978,0.173,0.647,0.13,68,0.0,156147,0.0223
2EoOZnxNgtmZaD8uUmz2nD,Black Hole Sun,Soundgarden,Superunknown (Deluxe Edition),0.828,105.435,0.35,-5.373,0.0774,0.147,0.041,76,0.000161,318587,0.000217
4YMQXzscifAREG0a7KNGhB,Black Magic Woman - Single Version,Santana,Santana's Greatest Hits,0.349,124.348,0.489,-14.295,0.0866,0.622,0.0323,70,0.0789,196467,0.676
1OxcIUqVmVYxT6427tbhDW,Fly Away,Lenny Kravitz,5,0.872,159.925,0.587,-5.066,0.622,0.735,0.0484,73,0.0,221333,0.018
1oYYd2gnWZYrt89EBXdFiO,Message In A Bottle,The Police,Reggatta De Blanc (Remastered 2003),0.808,151.008,0.577,-7.04,0.221,0.869,0.039,75,1.33e-05,290280,0.0338
7Jh1bpe76CNTCgdgAdBw4Z,Heroes - 2017 Remaster,David Bowie,"""Heroes"" (2017 Remaster)",0.758,112.113,0.489,-6.491,0.092,0.435,0.0297,72,0.49,371413,0.000678
78lgmZwycJ3nzsdgmPPGNx,Immigrant Song - Remaster,Led Zeppelin,Led Zeppelin III (Remaster),0.932,112.937,0.564,-10.068,0.349,0.619,0.0554,75,0.169,146250,0.013
2RlgNHKcydI9sayD2Df2xp,Mr. Blue Sky,Electric Light Orchestra,Out of the Blue,0.338,177.765,0.388,-10.054,0.248,0.478,0.0329,76,3.73e-06,303373,0.652
08mG3Y1vljYA6bvDt4Wqkj,Back In Black,AC/DC,Back In Black,0.7,188.386,0.31,-5.678,0.0828,0.763,0.047,83,0.00965,255493,0.011
4KfSdst7rW39C0sfhArdrz,Barracuda,Heart,Little Queen,0.691,137.145,0.548,-13.553,0.144,0.667,0.0369,74,0.106,261933,0.015
3gdewACMIVMEWVbyb8O9sY,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,Honky Chateau,0.532,136.576,0.601,-9.119,0.0925,0.342,0.0286,79,5.95e-06,281613,0.433
11LmqTE2naFULdEP94AUBa,Heart-Shaped Box,Nirvana,In Utero (Deluxe Edition),0.641,203.006,0.256,-10.283,0.0853,0.382,0.0552,79,0.0329,281160,0.199
6gXrEUzibufX9xYPk3HD5p,Life in the Fast Lane - 2013 Remaster,Eagles,Hotel California (2013 Remaster),0.755,109.535,0.667,-7.246,0.0523,0.883,0.069,68,6.94e-05,286220,0.0966
2374M0fQpWi3dLnB54qaLX,Africa,TOTO,Toto IV,0.373,92.718,0.671,-18.064,0.0481,0.732,0.0323,83,8.01e-05,295893,0.257
5QTxFnGygVM4jFQiBovmRo,(Don't Fear) The Reaper,Blue Öyster Cult,Agents Of Fortune,0.927,141.466,0.333,-8.55,0.297,0.385,0.0733,75,0.000208,308120,0.0029
5QLHGv0DfpeXLNFo7SFEy1,1979 - Remastered 2012,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness (Deluxe Edition),0.787,126.879,0.767,-9.897,0.0513,0.964,0.0331,77,0.583,266200,0.0163
5HNCy40Ni5BZJFw1TKzRsC,Comfortably Numb,Pink Floyd,The Wall,0.366,127.163,0.472,-12.595,0.0837,0.171,0.0286,71,0.312,382297,0.15
3qT4bUD1MaWpGrTwcvguhb,Black Dog - Remaster,Led Zeppelin,Led Zeppelin IV (Deluxe Edition),0.864,81.394,0.437,-7.842,0.242,0.749,0.0904,69,0.0314,295387,0.396
6y20BV5L33R8YXM0YuI38N,No One Knows,Queens of the Stone Age,Songs For The Deaf,0.584,170.411,0.509,-4.907,0.384,0.685,0.057,69,9.96e-05,278747,0.0368
4nXkbcTj3nyww1cHkw5RAP,Long Train Runnin',The Doobie Brothers,The Captain and Me,0.912,117.399,0.575,-7.275,0.0562,0.843,0.0393,69,0.00211,207267,0.0916
5PntSbMHC1ud6Vvl8x56qd,Loser,Beck,Mellow Gold,0.611,85.387,0.654,-10.45,0.405,0.786,0.119,69,0.000178,235000,0.0337
1fDsrQ23eTAVFElUMaf38X,American Pie,Don McLean,American Pie,0.482,138.453,0.529,-11.709,0.0842,0.492,0.0599,74,0.0,516893,0.7
3EYOJ48Et32uATr9ZmLnAo,Roxanne,The Police,Outlandos D'Amour (Remastered 2003),0.748,134.114,0.618,-8.905,0.0473,0.663,0.358,77,4.1e-06,191947,0.0384
1HOMkjp0nHMaTnfAkslCQj,My Sharona,The Knack,Get The Knack,0.7,147.245,0.586,-9.558,0.0318,0.897,0.0363,69,0.00125,295400,0.0589
5p3JunprHCxClJjOmcLV8G,Walk On the Wild Side,Lou Reed,Transformer,0.318,104.522,0.575,-16.729,0.0934,0.385,0.109,74,0.000202,254173,0.683
43DeSV93pJPT4lCZaWZ6b1,The Boys Are Back In Town,Thin Lizzy,Jailbreak (Deluxe Edition),0.706,80.823,0.445,-9.803,0.205,0.768,0.0461,70,0.000252,266720,0.234
2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,AC/DC,Highway to Hell,0.913,115.728,0.574,-4.793,0.156,0.423,0.133,84,0.00158,208400,0.061
4U45aEWtQhrm8A5mxPaFZ7,Vienna,Billy Joel,The Stranger (Legacy Edition),0.495,124.936,0.532,-6.662,0.0754,0.308,0.0343,79,0.0,214240,0.659
1L94M3KIu7QluZe63g64rv,Alive,Pearl Jam,Ten,0.875,75.009,0.284,-6.069,0.402,0.595,0.0422,73,0.000461,340907,0.00752
6pPWRBubXOBAHnjl5ZIujB,The Best,Tina Turner,Foreign Affair,0.737,103.867,0.662,-9.54,0.119,0.744,0.0296,69,0.0191,329800,0.108
0uppYCG86ajpV2hSR3dJJ0,Give It Away,Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Edition),0.936,91.577,0.666,-9.919,0.153,0.776,0.0476,72,0.086,282907,0.00244
6ORqU0bHbVCRjXm9AjyHyZ,Good Riddance (Time of Your Life),Green Day,Nimrod,0.432,94.605,0.475,-7.844,0.161,0.648,0.0302,79,0.0,153467,0.183
4gvea7UlDkAvsJBPZAd4oB,The Boys Of Summer,Don Henley,Building The Perfect Beast,0.549,176.941,0.516,-13.741,0.184,0.907,0.0373,73,0.00572,288733,0.501
6ToM0uwxtPKo9CMpbPGYvM,Break on Through (To the Other Side),The Doors,The Doors,0.751,89.839,0.421,-9.584,0.17,0.789,0.0472,72,0.0,145867,0.2
0Puj4YlTm6xNzDDADXHMI9,Sabotage,Beastie Boys,Ill Communication,0.938,168.131,0.324,-7.332,0.0961,0.543,0.102,71,0.0321,178440,0.032
0PdM2a6oIjqepoEfcJo0RO,Pour Some Sugar On Me - Remastered 2017,Def Leppard,Hysteria (Super Deluxe),0.953,84.989,0.267,-4.899,0.283,0.568,0.096,72,0.0,267307,0.00211
5OQsiBsky2k2kDKy2bX2eT,Learn to Fly,Foo Fighters,There Is Nothing Left To Lose,0.919,135.997,0.465,-4.025,0.262,0.537,0.0408,73,2.07e-05,235293,1.83e-05
0vOkmmJEtjuFZDzrQSFzEE,Hit Me With Your Best Shot,Pat Benatar,Crimes Of Passion,0.58,127.402,0.741,-9.05,0.212,0.944,0.0304,70,3.61e-05,171267,0.117
6GtX0jaNL8IjVQfrDBx81z,Bullet With Butterfly Wings - Remastered 2012,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness (Deluxe Edition),0.72,121.864,0.404,-9.18,0.0466,0.475,0.0623,73,0.836,258467,5.59e-05
6qLEOZvf5gI7kWE63JE7p3,Interstate Love Song - 2019 Remaster,Stone Temple Pilots,Purple (2019 Remaster),0.927,170.814,0.215,-7.327,0.126,0.49,0.0452,72,0.00661,194853,0.000273
5jzma6gCzYtKB1DbEwFZKH,London Calling - Remastered,The Clash,London Calling (Remastered),0.801,133.769,0.651,-7.34,0.0825,0.776,0.0514,70,0.0,200480,0.123
6mFkJmJqdDVQ1REhVfGgd1,Wish You Were Here,Pink Floyd,Wish You Were Here,0.262,122.861,0.481,-15.73,0.832,0.375,0.0414,75,0.0114,334744,0.735
5tVA6TkbaAH9QMITTQRrNv,Free Fallin',Tom Petty,Full Moon Fever,0.449,84.383,0.623,-13.333,0.0613,0.573,0.0253,75,0.0,256000,0.212
6txWz9UapYHVxEd7dDIHXT,No Rain,Blind Melon,Blind Melon,0.476,148.117,0.389,-9.342,0.255,0.566,0.0316,73,5.09e-05,217107,0.619
05RgAMGypEvqhNs5hPCbMS,Panama - 2015 Remaster,Van Halen,1984 (Remastered),0.978,141.167,0.526,-5.436,0.0744,0.451,0.108,72,4.75e-05,210227,0.00122
5sFDReWLrZHLFZFjHsjUTS,Would? (2022 Remaster),Alice In Chains,Dirt (2022 Remaster),0.842,100.127,0.297,-7.457,0.0848,0.586,0.0488,72,9.1e-06,206773,0.000286
6hTcuIQa0sxrrByu9wTD7s,Born to Run,Bruce Springsteen,Born To Run,0.944,146.347,0.27,-4.199,0.116,0.606,0.0975,70,2.05e-05,269920,0.00501
648TTtYB0bH0P8Hfy0FmkL,Unforgettable,Nat King Cole,Unforgettable,0.182,136.094,0.349,-13.507,0.143,0.178,0.031,69,0.0152,191973,0.92
2xizRhme7pYeITbH1NLLGt,"Tchaikovsky: Swan Lake, Op. 20, Act 2: No. 10, Scene. Moderato","Pyotr Ilyich Tchaikovsky, André Previn, London Symphony Orchestra",Tchaikovsky: Swan Lake,0.164,58.303,0.136,-18.756,0.109,0.071,0.0364,68,0.916,166867,0.911
3DNRdudZ2SstnDCVKFdXxG,"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto","Ludwig van Beethoven, Paul Lewis","Beethoven: Piano Sonatas, Vol.3",0.00527,170.612,0.184,-37.264,0.173,0.151,0.0432,68,0.887,315427,0.995
1BncfTJAWxrsxyT9culBrj,Experience,"Ludovico Einaudi, Daniel Hope, I Virtuosi Italiani",In A Time Lapse,0.449,92.468,0.447,-10.634,0.0697,0.036,0.0376,75,0.961,315427,0.934
